LRD,Region,Rano Base Code,Administrative Status,Site Type,Cabin Id,DC Battery Name,Is the Battery visible,If not visible,Battery Brand,Battery Brand Others,Battery Model,Battery Model Others,Battery Capacity (Ah),Battery Voltage (Volt),Total Current Load,Total bank (Quantity),Number of Battery Cell/ Quantity,Battery Technology,Battery Hardening (Enhance Safety Request),Last Installation Date (DD/MM/YYYY),Battery Protection,Battery Cable Size,Battery Cable Type,Warranty End Date (DD/MM/YYYY),Battery Protection Capacity,Lithium battery alarm (4+7),Incomplete Parameter,Incomplete LRD
LRD22881,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Enersys,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD22883,SABAH,BASE25,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,44.4,3,12,VRLA,T5 Metal Plate,,,,1/3/2019 0:00,,,,,
LRD22885,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,Others,,150,12 volt,48,1,4,VRLA,Others,,,,,,,,,
LRD22889,SABAH,BASE23,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,72.2,1,4,VRLA,T5 Metal Plate,,,,3/9/2017 0:00,,,,,
LRD22890,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,79,2,2,Lithium,,,,,06/30/20 00:00,,,,,
LRD22891,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,Sonnenschein,,Others,6 OPzV600,600,2 volt,113,1,24,VRLA,Others,,,,,,,,,
LRD22896,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,No,Battery fully sealed,Narada,,12NDT150S,,150,12 volt,34,1,4,VRLA,,,,,,,,,,
LRD22900,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,2,0,VRLA,,,,,,,,,,
LRD22901,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,89.6,2,8,VRLA,,,,,,,,,,
LRD22903,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,97,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD22904,SOUTHERN,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,112,2,8,VRLA,Battery Concrete Bar,,,,09/22/19 00:00,,,,,
LRD22910,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,75,1,4,VRLA,T5 Metal Plate,,,,01/23/17 00:00,,,,,
LRD22911,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,70,2,8,VRLA,Battery Concrete Bar,,,,03/13/18 00:00,,,,,
LRD22912,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Huawei,,ESM-48100B1,,100,48 volt,1,2,2,Lithium,Battery Hardening,,,,10/22/19 00:00,,,,,
LRD22913,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD22914,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD22918,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,70.9,2,2,VRLA,,,,,3/1/2018 0:00,,,,,
LRD22920,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,Others,,,,,,,,,
LRD22922,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,113.6,2,8,VRLA,Battery Concrete Bar,,,,10/24/18 00:00,,,,,
LRD22924,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,42.8,2,8,VRLA,Battery Concrete Bar,,,,10/27/16 00:00,,,,,
LRD22925,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD22926,SABAH,BASE36,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,47.1,1,4,VRLA,T5 Metal Plate,,,,9/10/2017 0:00,,,,,
LRD22927,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,Yes,,Enersys,,,,1500,2 volt,,1,24,VRLA,,,,,,,,,,
LRD22929,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,76.2,2,8,VRLA,Battery Concrete Bar,,,,01/18/19 00:00,,,,,
LRD22930,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,No,Battery vandalized,Narada,,12NDT150S,,150,12 volt,70.6,2,8,VRLA,Battery Concrete Bar,,,,11/4/2019 0:00,,,,,
LRD22933,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,61,1,4,VRLA,T5 Metal Plate,,,,3/8/2018 0:00,,,,,
LRD22934,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD22937,CENTRAL,BASE9,Active,Inbuilding,Room Reno-01,Battery-01,,,Tudor,,,,1000,2 volt,,1,24,VRLA,Others,,,,,,,,,
LRD22938,SOUTHERN,BASE34,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,34.3,1,4,VRLA,Battery Concrete Bar,,,,10/27/17 00:00,,,,,
LRD22940,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Tudor,,Others,6 OPzV600,600,12 volt,,1,24,VRLA,,,,,,,,,,
LRD22942,CENTRAL,BASE32,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,GFMJ-600A,,600,2 volt,,3,12,VRLA,,,,,,,,,,
LRD22945,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,92.3,2,8,VRLA,T5 Metal Plate,,,,06/17/20 00:00,,,,,
LRD22947,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,65,1,8,VRLA,Others,,,,,,,,,
LRD22948,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,55.7,2,8,VRLA,Battery Hardening,,,,01/23/18 00:00,,Fuse,,,
LRD22955,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,54.45,3,12,VRLA,Battery Concrete Bar,,,,07/21/17 00:00,,,,,
LRD22957,CENTRAL,BASE1,Active,Inbuilding,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,Battery Iron Bar,,,,,,,,,
LRD22958,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,60,2,8,VRLA,Battery Concrete Bar,,,,10/7/2017 0:00,,,,,
LRD18157,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,Others,,,,,,,,,
LRD18159,SARAWAK,BASE31,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18161,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,148.5,3,12,VRLA,Battery Concrete Bar,,,,04/21/19 00:00,,,,,
LRD18162,EASTERN,BASE5,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,77.7,1,4,VRLA,Battery Concrete Bar,,,,12/13/16 00:00,,,,,
LRD18163,SOUTHERN,BASE4,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,76.2,2,8,VRLA,T5 Metal Plate,,,,4/5/2018 0:00,,,,,
LRD18165,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,107,1,1,Lithium,T5 Metal Plate,,,,05/15/20 00:00,,,,,
LRD18167,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,140,2,8,VRLA,Battery Concrete Bar,,,,3/5/2018 0:00,,,,,
LRD18169,EASTERN,BASE27,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,76.2,3,12,VRLA,T5 Metal Plate,,,,06/19/19 00:00,,,,,
LRD18170,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18171,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,49,2,8,VRLA,T5 Metal Plate,,,,01/31/20 00:00,,,,,
LRD18176,NORTHERN,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,Battery Iron Bar,,,,,,,,,
LRD18180,SARAWAK,BASE11,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,ACME G AG12V155F,,155,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18182,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18183,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,100,,53.1,1,4,,,,,,,,,,BATTERY_TECHNOLOGY,
LRD18184,SABAH,BASE23,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,54,2,8,VRLA,,,,,7/8/2021 0:00,,,,,
LRD18186,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Haze,,2V1000AH,,1000,2 volt,,1,24,VRLA,Battery Concrete Bar,,,,,,,,,
LRD18190,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,,,Haze,,2V1000AH,,1000,2 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD18191,SABAH,BASE33,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18192,SOUTHERN,BASE34,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,2,8,VRLA,Battery Hardening,,,,,,,,,
LRD18193,SOUTHERN,BASE20,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,,,200,12 volt,,2,8,VRLA,,,,,,,,,,
LRD18195,SARAWAK,BASE22,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18199,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,No,,,,,,0,,,2,0,,,,,,,,,,BATTERY_BRAND,
LRD18203,CENTRAL,BASE9,Decommissioned,Rooftop,Outdoor-01,Battery-01,No,no battery. using AC point,Narada,,,,0,,,0,0,,,,,,,,,,,
LRD18209,CENTRAL,BASE9,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,89.5,2,8,VRLA,Others,,,,,,,,,
LRD18210,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18211,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,34,1,4,VRLA,Others,,,,,,,,,
LRD18216,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,36.8,1,1,Lithium,,,,,07/17/20 00:00,,,,,
LRD18217,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18219,CENTRAL,BASE9,Active,Inbuilding,Cabin-01,Battery-01,,,Tudor,,,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD18220,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,Yes,,Sonnenschein,,OPzV 1000,,1000,2 volt,41.3,1,24,VRLA,Others,,,,,,,,,
LRD18221,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18225,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18229,EASTERN,BASE5,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,MSG12-200 ULTRA PLUS,,200,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18231,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18233,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,72,2,8,VRLA,,,,,05/26/21 00:00,,,,,
LRD18236,SOUTHERN,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,65.4,1,4,VRLA,Battery Hardening,,,,8/12/2018 0:00,,,,,
LRD18237,SARAWAK,BASE22,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18238,SARAWAK,BASE22,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD18242,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,2,8,VRLA,,,,,4/10/2013 0:00,,,,,
LRD18243,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,30.4,1,4,VRLA,,,,,03/14/19 00:00,,,,,
LRD18244,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,77,1,4,VRLA,,,,,,,,,,
LRD18245,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD18252,CENTRAL,BASE26,Active,,Room Reno-01,Battery-01,No,,,,,,0,,,0,0,,,,,,,,,,,
LRD18253,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,95.2,1,4,VRLA,Battery Concrete Bar,,,,06/13/19 00:00,,,,,
LRD18254,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16295,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,93.7,2,2,Lithium,,,,,6/6/2020 0:00,,,,,
LRD16297,SARAWAK,BASE31,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD16298,SARAWAK,BASE31,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD16300,CENTRAL,BASE26,Active,Inbuilding,Room Reno-01,Battery-01,,,Narada,,AG12V155F,,155,12 volt,34,2,8,VRLA,,,,,,,,,,
LRD16302,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,67.9,2,8,VRLA,Battery Concrete Bar,,,,5/4/2018 0:00,,,,,
LRD16304,CENTRAL,BASE3,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT60S,,60,12 volt,70,1,4,VRLA,,,,,3/6/2018 0:00,,,,,
LRD16306,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,114,2,8,VRLA,T5 Metal Plate,,,,8/10/2016 0:00,,,,,
LRD16308,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16310,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16321,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD16328,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,47.5,2,8,VRLA,Battery Concrete Bar,,,,6/2/2016 0:00,,,,,
LRD16322,SABAH,BASE36,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16324,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,Yes,,Haze,,2V1000AH,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD16327,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,36.1,2,8,VRLA,T5 Metal Plate,,,,01/25/18 00:00,,,,,
LRD16331,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD16332,CENTRAL,BASE32,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,04/23/19 00:00,,,,,
LRD16335,SARAWAK,BASE22,Active,Rooftop,Outdoor-01,Battery-01,,,Narada,,AG12V100F,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16336,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,90,2,8,VRLA,T5 Metal Plate,,,,01/26/18 00:00,,,,,
LRD16341,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,43,1,1,Lithium,T5 Metal Plate,,,,12/30/15 00:00,,,,,
LRD16342,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,131.13,1,4,VRLA,Battery Concrete Bar,,,,08/26/16 00:00,,,,,
LRD16348,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,65,1,1,Lithium,,,,,8/4/2020 0:00,,,,,
LRD16349,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD16357,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,100,2,8,VRLA,Battery Concrete Bar,,,,07/20/16 00:00,,,,,
LRD16361,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,AG12V150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD16362,SABAH,BASE17,Active,Rooftop,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16368,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16374,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,70,2,8,VRLA,T5 Metal Plate,,,,1/11/2018 0:00,,,,,
LRD16377,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,64.6,1,4,VRLA,T5 Metal Plate,,,,02/22/18 00:00,,,,,
LRD16381,NORTHERN,BASE2,Active,Rooftop,Cabin-01,Battery-01,,,Sacredsun,,GFM-800C,,800,2 volt,,2,48,VRLA,,,,,,,,,,
LRD16386,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,22.3,1,4,VRLA,,,,,,,,,,
LRD16402,SOUTHERN,BASE34,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD16387,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery missing,Narada,,12NDT150S,,150,12 volt,36,1,4,VRLA,T5 Metal Plate,,,,08/17/19 00:00,,,,,
LRD16396,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT100S,,100,12 volt,64.5,1,4,VRLA,Battery Concrete Bar,,,,06/21/19 00:00,,,,,
LRD16400,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16405,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-400A,,400,2 volt,,1,24,VRLA,,,,,,,,,,
LRD16411,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD16412,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD16418,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,Others,EosG600 2V600Ah ( C ),600,2 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD16429,SOUTHERN,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,,1,4,VRLA,Battery Concrete Bar,,,,09/28/17 00:00,,,,,
LRD16431,CENTRAL,BASE6,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,116.6,2,8,VRLA,Battery Concrete Bar,,,,8/5/2019 0:00,,,,,
LRD16432,SOUTHERN,BASE20,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,128.4,4,16,VRLA,Battery Concrete Bar,,,,02/20/18 00:00,,,,,
LRD16436,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,100,12 volt,,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD16437,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,72,1,4,VRLA,Battery Concrete Bar,,,,12/20/16 00:00,,,,,
LRD16440,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,84,2,8,VRLA,Battery Concrete Bar,,,,6/1/2019 0:00,,,,,
LRD21574,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,47.2,1,4,VRLA,Battery Concrete Bar,,,,01/23/18 00:00,,,,,
LRD21576,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery missing,Narada,,,,0,,,0,0,,,,,,,,,,BATTERY_TECHNOLOGY,
LRD21581,SABAH,BASE25,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD21582,CENTRAL,BASE12,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21583,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,70,1,4,VRLA,Battery Concrete Bar,,,,11/14/18 00:00,,,,,
LRD21584,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,MSG12-100TE,,100,12 volt,81,2,8,VRLA,,,,,,,,,,
LRD21589,NORTHERN,BASE2,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,69,1,4,VRLA,T5 Metal Plate,,,,06/26/18 00:00,,,,,
LRD21591,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD21592,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,71.1,2,8,VRLA,Battery Concrete Bar,,,,05/15/19 00:00,,,,,
LRD21595,EASTERN,BASE27,Active,Rooftop,Outdoor-01,Battery-01,No,Battery welded to rack,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21600,NORTHERN,BASE16,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,60,2,8,VRLA,T5 Metal Plate,,,,3/4/2019 0:00,,,,,
LRD21601,SARAWAK,BASE11,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD21603,SARAWAK,BASE8,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD21605,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,54.3,1,1,Lithium,,,,,09/30/20 00:00,,,,,
LRD21611,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,45.7,2,8,VRLA,T5 Metal Plate,,,,09/30/16 00:00,,,,,
